id,exercise_name,category,equipment,difficulty,target_muscle,calories_per_min,injury_risk_factor
308,Bands Tricep Extension Variation 308,Strength,Bands,Intermediate,Chest,6.34,0.831
309,Barbell Tricep Extension Variation 309,Hypertrophy,Barbell,Intermediate,Chest,7.11,0.572
310,Kettlebell Lunge Variation 310,Core,Kettlebell,Intermediate,Shoulders,10.97,0.737
311,Barbell Leg Press Variation 311,Hypertrophy,Barbell,Advanced,Legs,6.30,0.827
312,Bands Bench Press Variation 312,Endurance,Bands,Beginner,Back,10.32,0.746
313,Cable Deadlift Variation 313,Hypertrophy,Cable,Advanced,Core,7.57,0.863
314,Bodyweight Barbell Row Variation 314,Hypertrophy,Bodyweight,Beginner,Legs,6.52,0.320
315,Kettlebell Tricep Extension Variation 315,Hypertrophy,Kettlebell,Elite,Full Body,6.44,0.878
316,Barbell Lat Pulldown Variation 316,Core,Barbell,Beginner,Core,9.34,0.111
317,Dumbbell Pull-up Variation 317,Strength,Dumbbell,Intermediate,Back,6.48,0.844
318,Barbell Barbell Row Variation 318,Hypertrophy,Barbell,Elite,Legs,9.57,0.780
319,Bands Squat Variation 319,Power,Bands,Advanced,Legs,3.27,0.455
320,Bands Lat Pulldown Variation 320,Core,Bands,Beginner,Core,8.11,0.449
321,Cable Leg Press Variation 321,Strength,Cable,Intermediate,Full Body,9.57,0.172
322,Cable Crunch Variation 322,Endurance,Cable,Intermediate,Shoulders,7.85,0.682
323,Kettlebell Bench Press Variation 323,Core,Kettlebell,Beginner,Shoulders,4.75,0.335
324,Dumbbell Squat Variation 324,Rehab,Dumbbell,Elite,Core,8.01,0.308
325,Bands Squat Variation 325,Core,Bands,Elite,Legs,9.33,0.214
326,Dumbbell Overhead Press Variation 326,Hypertrophy,Dumbbell,Intermediate,Full Body,11.71,0.251
327,Bands Bench Press Variation 327,Hypertrophy,Bands,Beginner,Full Body,8.95,0.852
328,Dumbbell Squat Variation 328,Power,Dumbbell,Elite,Chest,7.07,0.473
329,Bands Pull-up Variation 329,Strength,Bands,Elite,Shoulders,10.88,0.403
330,Machine Tricep Extension Variation 330,Rehab,Machine,Beginner,Core,3.57,0.674
331,Kettlebell Barbell Row Variation 331,Endurance,Kettlebell,Beginner,Core,11.77,0.490
332,Dumbbell Lunge Variation 332,Rehab,Dumbbell,Intermediate,Back,6.71,0.220
333,Dumbbell Squat Variation 333,Power,Dumbbell,Intermediate,Core,4.22,0.855
334,Kettlebell Tricep Extension Variation 334,Core,Kettlebell,Intermediate,Legs,5.46,0.729
335,Dumbbell Lat Pulldown Variation 335,Endurance,Dumbbell,Intermediate,Legs,6.19,0.115
336,Cable Lunge Variation 336,Power,Cable,Elite,Legs,10.61,0.366
337,Kettlebell Overhead Press Variation 337,Strength,Kettlebell,Advanced,Core,9.99,0.715
338,Barbell Calf Raise Variation 338,Power,Barbell,Elite,Full Body,3.56,0.550
339,Dumbbell Dumbbell Curl Variation 339,Strength,Dumbbell,Elite,Arms,10.35,0.220
340,Bands Bench Press Variation 340,Rehab,Bands,Intermediate,Full Body,8.40,0.122
341,Kettlebell Lat Pulldown Variation 341,Hypertrophy,Kettlebell,Beginner,Arms,7.46,0.482
342,Dumbbell Pull-up Variation 342,Hypertrophy,Dumbbell,Advanced,Full Body,5.03,0.605
343,Bands Cable Fly Variation 343,Endurance,Bands,Elite,Arms,8.16,0.332
344,Machine Crunch Variation 344,Core,Machine,Intermediate,Core,10.26,0.580
345,Kettlebell Leg Press Variation 345,Power,Kettlebell,Advanced,Full Body,3.24,0.306
346,Barbell Lunge Variation 346,Strength,Barbell,Intermediate,Full Body,5.55,0.225
347,Machine Squat Variation 347,Endurance,Machine,Beginner,Core,11.72,0.257
348,Barbell Calf Raise Variation 348,Strength,Barbell,Elite,Shoulders,3.67,0.883
349,Bodyweight Squat Variation 349,Rehab,Bodyweight,Elite,Back,3.60,0.102
350,Cable Cable Fly Variation 350,Strength,Cable,Elite,Arms,5.92,0.803
351,Bands Barbell Row Variation 351,Power,Bands,Elite,Arms,10.59,0.343
352,Cable Squat Variation 352,Power,Cable,Elite,Chest,4.81,0.113
353,Bands Barbell Row Variation 353,Endurance,Bands,Intermediate,Core,11.77,0.603
354,Bodyweight Leg Press Variation 354,Power,Bodyweight,Intermediate,Core,9.56,0.116
355,Machine Dumbbell Curl Variation 355,Power,Machine,Advanced,Legs,6.84,0.152
356,Kettlebell Cable Fly Variation 356,Strength,Kettlebell,Advanced,Full Body,3.45,0.132
357,Cable Barbell Row Variation 357,Strength,Cable,Advanced,Arms,8.72,0.822
358,Machine Deadlift Variation 358,Endurance,Machine,Elite,Chest,3.51,0.674
359,Dumbbell Squat Variation 359,Power,Dumbbell,Elite,Arms,9.06,0.109
360,Kettlebell Cable Fly Variation 360,Endurance,Kettlebell,Intermediate,Legs,6.40,0.534
361,Barbell Bench Press Variation 361,Core,Barbell,Advanced,Back,8.99,0.335
362,Cable Dumbbell Curl Variation 362,Strength,Cable,Beginner,Chest,11.79,0.762
363,Barbell Tricep Extension Variation 363,Power,Barbell,Advanced,Back,10.27,0.883
364,Bands Lunge Variation 364,Core,Bands,Beginner,Chest,8.70,0.818
365,Kettlebell Calf Raise Variation 365,Endurance,Kettlebell,Elite,Back,7.84,0.369
366,Machine Bench Press Variation 366,Rehab,Machine,Intermediate,Core,4.99,0.774
367,Dumbbell Cable Fly Variation 367,Hypertrophy,Dumbbell,Intermediate,Full Body,10.38,0.453
368,Barbell Squat Variation 368,Power,Barbell,Advanced,Chest,4.93,0.341
369,Kettlebell Calf Raise Variation 369,Endurance,Kettlebell,Intermediate,Full Body,8.97,0.469
370,Bands Pull-up Variation 370,Endurance,Bands,Advanced,Arms,10.66,0.727
371,Bands Calf Raise Variation 371,Strength,Bands,Advanced,Legs,7.03,0.600
372,Bands Squat Variation 372,Rehab,Bands,Intermediate,Shoulders,8.98,0.239
373,Cable Pull-up Variation 373,Hypertrophy,Cable,Intermediate,Arms,11.20,0.134
374,Machine Barbell Row Variation 374,Strength,Machine,Beginner,Legs,10.01,0.248
375,Dumbbell Deadlift Variation 375,Core,Dumbbell,Beginner,Legs,9.25,0.618
376,Bodyweight Calf Raise Variation 376,Power,Bodyweight,Intermediate,Arms,9.77,0.213
377,Machine Pull-up Variation 377,Power,Machine,Beginner,Full Body,6.76,0.173
378,Kettlebell Barbell Row Variation 378,Endurance,Kettlebell,Advanced,Core,9.84,0.441
379,Bodyweight Barbell Row Variation 379,Core,Bodyweight,Beginner,Chest,10.32,0.786
380,Machine Overhead Press Variation 380,Strength,Machine,Intermediate,Core,9.03,0.225
381,Bands Plank Variation 381,Power,Bands,Beginner,Core,5.78,0.332
382,Cable Overhead Press Variation 382,Strength,Cable,Intermediate,Shoulders,10.67,0.419
383,Bodyweight Lunge Variation 383,Power,Bodyweight,Advanced,Legs,11.29,0.240
384,Bands Cable Fly Variation 384,Rehab,Bands,Intermediate,Back,11.60,0.676
385,Bands Lunge Variation 385,Rehab,Bands,Advanced,Arms,6.41,0.471
386,Dumbbell Plank Variation 386,Rehab,Dumbbell,Beginner,Shoulders,11.17,0.334
387,Cable Lunge Variation 387,Rehab,Cable,Intermediate,Core,11.59,0.581
388,Kettlebell Tricep Extension Variation 388,Rehab,Kettlebell,Intermediate,Back,4.60,0.624
389,Machine Tricep Extension Variation 389,Hypertrophy,Machine,Intermediate,Arms,9.60,0.542
390,Machine Lat Pulldown Variation 390,Endurance,Machine,Elite,Chest,9.52,0.255
391,Kettlebell Pull-up Variation 391,Hypertrophy,Kettlebell,Elite,Back,8.82,0.281
392,Barbell Squat Variation 392,Power,Barbell,Advanced,Chest,5.45,0.679
393,Kettlebell Dumbbell Curl Variation 393,Hypertrophy,Kettlebell,Advanced,Full Body,7.03,0.185
394,Bodyweight Crunch Variation 394,Hypertrophy,Bodyweight,Advanced,Legs,11.84,0.286
395,Barbell Calf Raise Variation 395,Core,Barbell,Advanced,Core,8.33,0.812
396,Bodyweight Cable Fly Variation 396,Power,Bodyweight,Elite,Core,3.72,0.621
397,Kettlebell Dumbbell Curl Variation 397,Hypertrophy,Kettlebell,Intermediate,Arms,4.58,0.624
398,Dumbbell Deadlift Variation 398,Endurance,Dumbbell,Intermediate,Core,4.54,0.383
399,Dumbbell Tricep Extension Variation 399,Rehab,Dumbbell,Intermediate,Chest,10.27,0.786
400,Bodyweight Bench Press Variation 400,Endurance,Bodyweight,Advanced,Full Body,10.69,0.617
401,Kettlebell Squat Variation 401,Endurance,Kettlebell,Intermediate,Legs,7.87,0.311
402,Barbell Lunge Variation 402,Rehab,Barbell,Elite,Core,11.93,0.172
403,Cable Cable Fly Variation 403,Hypertrophy,Cable,Advanced,Back,7.03,0.627
404,Bands Dumbbell Curl Variation 404,Core,Bands,Elite,Chest,8.25,0.158
405,Cable Barbell Row Variation 405,Power,Cable,Beginner,Chest,6.75,0.208
406,Cable Plank Variation 406,Rehab,Cable,Elite,Shoulders,9.28,0.431
407,Cable Lat Pulldown Variation 407,Endurance,Cable,Beginner,Full Body,9.50,0.799
408,Machine Pull-up Variation 408,Hypertrophy,Machine,Elite,Legs,6.86,0.371
409,Barbell Bench Press Variation 409,Hypertrophy,Barbell,Elite,Chest,5.49,0.733
410,Barbell Leg Press Variation 410,Strength,Barbell,Intermediate,Chest,11.78,0.500
411,Kettlebell Overhead Press Variation 411,Rehab,Kettlebell,Advanced,Legs,10.81,0.374
412,Cable Deadlift Variation 412,Hypertrophy,Cable,Advanced,Back,8.71,0.215
413,Machine Squat Variation 413,Core,Machine,Advanced,Legs,8.04,0.417
414,Cable Dumbbell Curl Variation 414,Hypertrophy,Cable,Intermediate,Legs,11.63,0.237
415,Kettlebell Leg Press Variation 415,Power,Kettlebell,Beginner,Core,6.91,0.520
416,Machine Bench Press Variation 416,Rehab,Machine,Intermediate,Chest,5.91,0.587
417,Bodyweight Plank Variation 417,Endurance,Bodyweight,Beginner,Chest,9.74,0.795
418,Bodyweight Tricep Extension Variation 418,Power,Bodyweight,Elite,Arms,4.07,0.272
419,Bodyweight Leg Press Variation 419,Hypertrophy,Bodyweight,Beginner,Back,7.52,0.189
420,Cable Lunge Variation 420,Core,Cable,Intermediate,Back,3.28,0.232
421,Kettlebell Cable Fly Variation 421,Endurance,Kettlebell,Advanced,Core,6.98,0.595
422,Barbell Leg Press Variation 422,Strength,Barbell,Beginner,Arms,9.34,0.781
423,Bodyweight Deadlift Variation 423,Rehab,Bodyweight,Intermediate,Core,8.25,0.309
424,Barbell Barbell Row Variation 424,Hypertrophy,Barbell,Intermediate,Legs,3.60,0.431
425,Cable Cable Fly Variation 425,Power,Cable,Intermediate,Arms,8.81,0.573
426,Bodyweight Dumbbell Curl Variation 426,Hypertrophy,Bodyweight,Elite,Core,3.19,0.845
427,Cable Lunge Variation 427,Strength,Cable,Elite,Full Body,6.23,0.113
428,Kettlebell Crunch Variation 428,Endurance,Kettlebell,Intermediate,Chest,11.22,0.317
429,Dumbbell Cable Fly Variation 429,Strength,Dumbbell,Advanced,Chest,6.11,0.559
430,Barbell Plank Variation 430,Power,Barbell,Advanced,Back,7.00,0.294
431,Dumbbell Barbell Row Variation 431,Power,Dumbbell,Elite,Back,11.55,0.725
432,Bodyweight Crunch Variation 432,Strength,Bodyweight,Beginner,Legs,5.70,0.653
433,Kettlebell Tricep Extension Variation 433,Endurance,Kettlebell,Intermediate,Core,4.11,0.751
434,Dumbbell Pull-up Variation 434,Core,Dumbbell,Intermediate,Back,5.68,0.380
435,Barbell Crunch Variation 435,Rehab,Barbell,Elite,Full Body,4.21,0.616
436,Dumbbell Bench Press Variation 436,Core,Dumbbell,Elite,Shoulders,11.47,0.384
437,Kettlebell Bench Press Variation 437,Rehab,Kettlebell,Advanced,Full Body,11.56,0.490
438,Machine Overhead Press Variation 438,Rehab,Machine,Elite,Chest,11.66,0.769
439,Barbell Deadlift Variation 439,Endurance,Barbell,Advanced,Legs,7.01,0.235
440,Kettlebell Overhead Press Variation 440,Endurance,Kettlebell,Advanced,Core,10.81,0.815
441,Bodyweight Dumbbell Curl Variation 441,Endurance,Bodyweight,Elite,Core,6.81,0.350
442,Cable Cable Fly Variation 442,Power,Cable,Intermediate,Shoulders,5.32,0.606
443,Kettlebell Lat Pulldown Variation 443,Core,Kettlebell,Advanced,Core,9.46,0.878
444,Machine Leg Press Variation 444,Strength,Machine,Beginner,Back,8.00,0.519
445,Barbell Barbell Row Variation 445,Rehab,Barbell,Intermediate,Back,7.74,0.788
446,Barbell Squat Variation 446,Power,Barbell,Intermediate,Core,10.03,0.771
447,Bands Tricep Extension Variation 447,Hypertrophy,Bands,Intermediate,Full Body,8.96,0.730
448,Dumbbell Barbell Row Variation 448,Endurance,Dumbbell,Intermediate,Legs,5.54,0.326
449,Machine Lunge Variation 449,Strength,Machine,Advanced,Full Body,9.75,0.841
450,Barbell Barbell Row Variation 450,Hypertrophy,Barbell,Advanced,Chest,4.92,0.646
451,Cable Calf Raise Variation 451,Power,Cable,Intermediate,Arms,3.12,0.815
452,Machine Crunch Variation 452,Hypertrophy,Machine,Intermediate,Arms,9.25,0.334
453,Cable Dumbbell Curl Variation 453,Core,Cable,Beginner,Core,6.77,0.555
454,Bodyweight Plank Variation 454,Rehab,Bodyweight,Beginner,Shoulders,4.96,0.357
455,Kettlebell Leg Press Variation 455,Strength,Kettlebell,Intermediate,Back,5.68,0.584
456,Kettlebell Lat Pulldown Variation 456,Rehab,Kettlebell,Intermediate,Back,10.40,0.512
457,Cable Leg Press Variation 457,Core,Cable,Beginner,Shoulders,11.52,0.787
458,Dumbbell Plank Variation 458,Power,Dumbbell,Intermediate,Legs,6.66,0.320
459,Machine Squat Variation 459,Hypertrophy,Machine,Intermediate,Back,5.83,0.252
460,Bodyweight Cable Fly Variation 460,Core,Bodyweight,Beginner,Shoulders,3.47,0.214
461,Machine Crunch Variation 461,Power,Machine,Advanced,Legs,3.34,0.816
462,Machine Crunch Variation 462,Power,Machine,Intermediate,Chest,5.87,0.116
463,Cable Plank Variation 463,Power,Cable,Advanced,Legs,9.83,0.860
464,Dumbbell Tricep Extension Variation 464,Rehab,Dumbbell,Elite,Full Body,8.92,0.176
465,Bodyweight Lunge Variation 465,Hypertrophy,Bodyweight,Beginner,Arms,7.82,0.733
466,Cable Bench Press Variation 466,Strength,Cable,Advanced,Full Body,3.73,0.224
467,Cable Barbell Row Variation 467,Rehab,Cable,Intermediate,Full Body,4.10,0.232
468,Bodyweight Lunge Variation 468,Power,Bodyweight,Intermediate,Back,10.50,0.378
469,Cable Overhead Press Variation 469,Strength,Cable,Elite,Core,10.62,0.590
470,Barbell Squat Variation 470,Strength,Barbell,Intermediate,Full Body,5.02,0.431
471,Bodyweight Barbell Row Variation 471,Hypertrophy,Bodyweight,Beginner,Arms,8.06,0.194
472,Machine Plank Variation 472,Power,Machine,Beginner,Full Body,10.93,0.445
473,Kettlebell Tricep Extension Variation 473,Core,Kettlebell,Advanced,Arms,9.79,0.408
474,Cable Lunge Variation 474,Rehab,Cable,Elite,Shoulders,11.31,0.146
475,Bands Deadlift Variation 475,Core,Bands,Intermediate,Core,5.99,0.439
476,Barbell Barbell Row Variation 476,Hypertrophy,Barbell,Beginner,Back,10.01,0.280
477,Bodyweight Deadlift Variation 477,Strength,Bodyweight,Advanced,Legs,3.82,0.131
478,Bodyweight Lat Pulldown Variation 478,Strength,Bodyweight,Elite,Legs,4.53,0.338
479,Kettlebell Plank Variation 479,Endurance,Kettlebell,Intermediate,Back,11.83,0.476
480,Dumbbell Crunch Variation 480,Rehab,Dumbbell,Advanced,Chest,7.40,0.235
481,Kettlebell Overhead Press Variation 481,Strength,Kettlebell,Advanced,Chest,6.51,0.343
482,Dumbbell Cable Fly Variation 482,Strength,Dumbbell,Intermediate,Core,6.18,0.161
483,Machine Dumbbell Curl Variation 483,Power,Machine,Elite,Back,3.98,0.702
484,Kettlebell Calf Raise Variation 484,Core,Kettlebell,Advanced,Core,7.05,0.781
485,Barbell Pull-up Variation 485,Power,Barbell,Intermediate,Back,7.66,0.474
486,Bodyweight Lunge Variation 486,Strength,Bodyweight,Intermediate,Back,10.07,0.707
487,Machine Deadlift Variation 487,Strength,Machine,Beginner,Core,9.76,0.558
488,Bands Dumbbell Curl Variation 488,Strength,Bands,Advanced,Legs,11.53,0.165
489,Barbell Calf Raise Variation 489,Rehab,Barbell,Elite,Arms,7.02,0.518
490,Machine Leg Press Variation 490,Hypertrophy,Machine,Elite,Shoulders,5.87,0.398
491,Dumbbell Pull-up Variation 491,Endurance,Dumbbell,Elite,Full Body,8.86,0.838
492,Kettlebell Crunch Variation 492,Core,Kettlebell,Intermediate,Back,5.19,0.560
493,Machine Lat Pulldown Variation 493,Endurance,Machine,Beginner,Chest,7.55,0.233
494,Cable Lunge Variation 494,Endurance,Cable,Beginner,Back,8.13,0.842
495,Dumbbell Plank Variation 495,Hypertrophy,Dumbbell,Advanced,Shoulders,7.55,0.416
496,Machine Lunge Variation 496,Strength,Machine,Beginner,Legs,7.67,0.670
497,Bodyweight Lat Pulldown Variation 497,Strength,Bodyweight,Intermediate,Shoulders,3.77,0.645
498,Bodyweight Overhead Press Variation 498,Core,Bodyweight,Advanced,Shoulders,10.32,0.743
499,Bands Calf Raise Variation 499,Hypertrophy,Bands,Beginner,Arms,10.10,0.149
500,Barbell Squat Variation 500,Hypertrophy,Barbell,Intermediate,Full Body,10.11,0.518
501,Cable Lat Pulldown Variation 501,Rehab,Cable,Intermediate,Core,10.10,0.670
502,Barbell Pull-up Variation 502,Endurance,Barbell,Intermediate,Shoulders,5.65,0.514
503,Dumbbell Calf Raise Variation 503,Core,Dumbbell,Advanced,Arms,6.30,0.729
504,Dumbbell Tricep Extension Variation 504,Strength,Dumbbell,Elite,Core,6.62,0.677
505,Barbell Pull-up Variation 505,Endurance,Barbell,Beginner,Chest,6.26,0.171
506,Machine Dumbbell Curl Variation 506,Strength,Machine,Advanced,Full Body,4.98,0.617
507,Dumbbell Cable Fly Variation 507,Endurance,Dumbbell,Elite,Chest,4.25,0.272
508,Cable Lat Pulldown Variation 508,Hypertrophy,Cable,Intermediate,Back,10.43,0.340
509,Cable Lunge Variation 509,Power,Cable,Advanced,Arms,3.22,0.379
510,Bands Squat Variation 510,Endurance,Bands,Intermediate,Back,3.47,0.240
511,Machine Squat Variation 511,Rehab,Machine,Intermediate,Shoulders,9.79,0.759
512,Bands Calf Raise Variation 512,Core,Bands,Intermediate,Core,11.14,0.488
513,Kettlebell Lat Pulldown Variation 513,Power,Kettlebell,Elite,Shoulders,6.33,0.821
514,Machine Overhead Press Variation 514,Core,Machine,Intermediate,Arms,4.63,0.234
515,Machine Lat Pulldown Variation 515,Core,Machine,Elite,Core,9.65,0.513
516,Bands Deadlift Variation 516,Power,Bands,Elite,Back,5.12,0.138
517,Cable Dumbbell Curl Variation 517,Endurance,Cable,Intermediate,Arms,8.49,0.887
518,Machine Leg Press Variation 518,Hypertrophy,Machine,Elite,Shoulders,3.36,0.844
519,Kettlebell Overhead Press Variation 519,Endurance,Kettlebell,Intermediate,Full Body,3.29,0.483
520,Machine Cable Fly Variation 520,Endurance,Machine,Advanced,Legs,11.26,0.130
521,Barbell Cable Fly Variation 521,Rehab,Barbell,Beginner,Full Body,3.25,0.253
522,Dumbbell Overhead Press Variation 522,Endurance,Dumbbell,Intermediate,Shoulders,8.60,0.747
523,Machine Lat Pulldown Variation 523,Power,Machine,Beginner,Arms,11.75,0.236
524,Bodyweight Lat Pulldown Variation 524,Endurance,Bodyweight,Intermediate,Full Body,10.52,0.238
525,Bodyweight Dumbbell Curl Variation 525,Hypertrophy,Bodyweight,Advanced,Legs,10.19,0.161
526,Cable Deadlift Variation 526,Strength,Cable,Advanced,Core,6.00,0.349
527,Bands Barbell Row Variation 527,Endurance,Bands,Intermediate,Chest,11.56,0.422
528,Dumbbell Dumbbell Curl Variation 528,Endurance,Dumbbell,Beginner,Legs,8.26,0.442
529,Bands Crunch Variation 529,Rehab,Bands,Advanced,Arms,10.54,0.195
530,Dumbbell Calf Raise Variation 530,Rehab,Dumbbell,Advanced,Arms,9.78,0.702
531,Machine Crunch Variation 531,Hypertrophy,Machine,Intermediate,Core,9.65,0.576
532,Bodyweight Plank Variation 532,Core,Bodyweight,Intermediate,Chest,5.25,0.458
533,Bodyweight Dumbbell Curl Variation 533,Endurance,Bodyweight,Beginner,Full Body,10.36,0.450
534,Machine Lat Pulldown Variation 534,Hypertrophy,Machine,Beginner,Shoulders,11.83,0.198
535,Kettlebell Crunch Variation 535,Strength,Kettlebell,Elite,Core,7.95,0.815
536,Bands Overhead Press Variation 536,Hypertrophy,Bands,Beginner,Legs,4.99,0.583
537,Bands Pull-up Variation 537,Endurance,Bands,Beginner,Full Body,9.78,0.594
538,Machine Cable Fly Variation 538,Power,Machine,Intermediate,Arms,9.13,0.453
539,Cable Deadlift Variation 539,Hypertrophy,Cable,Elite,Core,5.96,0.830
540,Kettlebell Barbell Row Variation 540,Strength,Kettlebell,Beginner,Chest,11.24,0.493
541,Barbell Deadlift Variation 541,Core,Barbell,Elite,Shoulders,3.47,0.783
542,Bands Barbell Row Variation 542,Core,Bands,Intermediate,Core,8.77,0.200
543,Kettlebell Dumbbell Curl Variation 543,Endurance,Kettlebell,Elite,Core,8.53,0.487
544,Dumbbell Lat Pulldown Variation 544,Hypertrophy,Dumbbell,Advanced,Legs,4.82,0.215
545,Barbell Bench Press Variation 545,Rehab,Barbell,Elite,Back,4.71,0.600
546,Barbell Bench Press Variation 546,Endurance,Barbell,Elite,Arms,5.31,0.736
547,Machine Dumbbell Curl Variation 547,Power,Machine,Beginner,Core,7.22,0.624
548,Bands Lunge Variation 548,Hypertrophy,Bands,Intermediate,Shoulders,8.11,0.479
549,Cable Lunge Variation 549,Hypertrophy,Cable,Elite,Arms,9.37,0.680
550,Dumbbell Calf Raise Variation 550,Strength,Dumbbell,Intermediate,Arms,9.23,0.164
551,Machine Crunch Variation 551,Power,Machine,Intermediate,Core,7.85,0.165
552,Bands Lunge Variation 552,Power,Bands,Advanced,Full Body,4.07,0.517
553,Machine Crunch Variation 553,Rehab,Machine,Intermediate,Back,6.02,0.693
554,Dumbbell Leg Press Variation 554,Core,Dumbbell,Advanced,Back,4.33,0.177
555,Bands Leg Press Variation 555,Rehab,Bands,Elite,Arms,4.56,0.204
556,Cable Calf Raise Variation 556,Core,Cable,Elite,Core,11.47,0.536
557,Machine Deadlift Variation 557,Endurance,Machine,Beginner,Shoulders,7.10,0.163
558,Barbell Calf Raise Variation 558,Power,Barbell,Advanced,Arms,9.02,0.750
559,Dumbbell Crunch Variation 559,Endurance,Dumbbell,Elite,Full Body,9.40,0.142
560,Bodyweight Bench Press Variation 560,Core,Bodyweight,Advanced,Legs,10.86,0.469
561,Barbell Tricep Extension Variation 561,Endurance,Barbell,Advanced,Back,6.32,0.615
